Date,Age Group,Race/Ethnicity,Population Size,1st Dose,1st Dose Percent,Vaccine Series Completed,Vaccine Series Completed Percent,Boosted,Boosted Percent,Bivalent,Bivalent Percent
8/27/22,0-4,"White, non-Latinx",42995,8813,20.5,3410,7.9,4,0,0,0
8/27/22,50-64,"Other, non-Latinx",3063,14041,99,11842,99,5444,99,0,0
8/27/22,30-49,"White, non-Latinx",310259,237756,76.6,221877,71.5,154953,49.9,0,0
8/27/22,18-29,Unknown,,19585,,14996,,3600,,0,
8/27/22,65+,"White, non-Latinx",135462,101996,75.3,97350,71.9,80655,59.5,0,0
8/27/22,65+,"Other, non-Latinx",3206,8124,99,6941,99,4432,99,0,0
8/27/22,65+,"Asian, non-Latinx",26955,20178,74.9,18956,70.3,15969,59.2,0,0
8/27/22,50-64,All,439599,399239,90.8,371524,84.5,246240,56,0,0
8/27/22,18-29,"Other, non-Latinx",11506,22217,99,17335,99,5030,43.7,0,0
8/27/22,30-49,Unknown,,31513,,25427,,7767,,0,
8/27/22,18-29,"White, non-Latinx",187581,147202,78.5,127617,68,67734,36.1,0,0
8/27/22,65+,All,362629,290787,80.2,273088,75.3,218137,60.2,0,0
8/27/22,50-64,Unknown,,15779,,12741,,4690,,0,
8/27/22,18-29,Latinx,147161,130306,88.5,115233,78.3,45660,31,0,0
8/27/22,50-64,Latinx,114048,106716,93.6,99610,87.3,67384,59.1,0,0
8/27/22,50-64,"Asian, non-Latinx",27117,25228,93,23149,85.4,17215,63.5,0,0
8/27/22,30-49,Latinx,226340,199034,87.9,181078,80,90281,39.9,0,0
8/27/22,0-4,Unknown,,1725,,565,,3,,0,
8/27/22,65+,"Black, non-Latinx",125967,92736,73.6,88034,69.9,70084,55.6,0,0
8/27/22,0-4,"Asian, non-Latinx",9998,1568,15.7,422,4.2,1,0,0,0
8/27/22,0-4,All,162797,17597,10.8,5324,3.3,10,0,0,0
8/27/22,30-49,"Black, non-Latinx",197825,130410,65.9,118229,59.8,48476,24.5,0,0
8/27/22,18-29,All,526788,435586,82.7,372652,70.7,161147,30.6,0,0
8/27/22,30-49,"Other, non-Latinx",10186,30779,99,25928,99,9738,95.6,0,0
8/27/22,11-May,Unknown,,3769,,2932,,539,,0,
8/27/22,17-Dec,All,180859,145502,80.5,130020,71.9,44085,24.4,0,0
8/27/22,17-Dec,"Other, non-Latinx",3047,5287,99,4192,99,961,31.5,0,0
8/27/22,11-May,Latinx,83432,48222,57.8,42055,50.4,5574,6.7,0,0
8/27/22,17-Dec,"White, non-Latinx",35643,26167,73.4,24102,67.6,11904,33.4,0,0
8/27/22,11-May,"Other, non-Latinx",6225,3862,62,3198,51.4,421,6.8,0,0
8/27/22,11-May,"White, non-Latinx",43777,27232,62.2,25263,57.7,7369,16.8,0,0
8/27/22,11-May,All,210448,114632,54.5,99813,47.4,17691,8.4,0,0
8/27/22,17-Dec,Unknown,,3322,,2516,,737,,0,
8/27/22,11-May,"Asian, non-Latinx",10651,7998,75.1,7407,69.5,1829,17.2,0,0
8/27/22,17-Dec,Latinx,76627,69097,90.2,62583,81.7,20247,26.4,0,0
8/27/22,17-Dec,"Black, non-Latinx",57964,33636,58,29117,50.2,6632,11.4,0,0
8/27/22,17-Dec,"Asian, non-Latinx",8804,7993,90.8,7510,85.3,3604,40.9,0,0
8/27/22,11-May,"Black, non-Latinx",66458,23549,35.4,18958,28.5,1959,2.9,0,0
8/27/22,0-4,"Black, non-Latinx",47946,1395,2.9,193,0.4,0,0,0,0
9/3/22,18-29,"Asian, non-Latinx",41068,42530,99,35871,87.3,20828,50.7,10,0
9/3/22,11-May,"Other, non-Latinx",6225,3869,62.2,3210,51.6,440,7.1,0,0
9/3/22,65+,"Asian, non-Latinx",26955,20183,74.9,18958,70.3,15979,59.3,12,0
9/3/22,0-4,"Other, non-Latinx",6925,616,8.9,137,2,0,0,0,0
9/3/22,50-64,"Black, non-Latinx",145449,119032,81.8,111409,76.6,69008,47.4,13,0
9/3/22,0-4,Unknown,,1821,,650,,3,,0,
9/3/22,18-29,Latinx,147161,130357,88.6,115274,78.3,45745,31.1,8,0
9/3/22,50-64,"Other, non-Latinx",3063,14047,99,11846,99,5450,99,3,0.1
9/3/22,30-49,All,809519,684326,84.5,622697,76.9,346802,42.8,171,0
9/3/22,30-49,"Black, non-Latinx",197825,130502,66,118319,59.8,48603,24.6,14,0
9/3/22,18-29,Unknown,,19599,,15005,,3606,,0,
9/3/22,30-49,Unknown,,31538,,25435,,7773,,0,
9/3/22,18-29,"Other, non-Latinx",11506,22226,99,17343,99,5036,43.8,2,0
9/3/22,65+,"Other, non-Latinx",3206,8128,99,6944,99,4437,99,2,0.1
9/3/22,0-4,"Asian, non-Latinx",9998,1642,16.4,469,4.7,1,0,0,0
9/3/22,0-4,All,162797,18443,11.3,5975,3.7,10,0,0,0
9/3/22,30-49,"Asian, non-Latinx",64910,54610,84.1,50001,77,35289,54.4,14,0
9/3/22,50-64,"White, non-Latinx",149921,118487,79,112821,75.3,82642,55.1,65,0
9/3/22,65+,"Black, non-Latinx",125967,92753,73.6,88053,69.9,70175,55.7,21,0
9/3/22,50-64,Unknown,,15790,,12748,,4694,,3,
9/3/22,18-29,All,526788,435829,82.7,372834,70.8,161366,30.6,58,0
9/3/22,30-49,"White, non-Latinx",310259,237789,76.6,221900,71.5,155014,50,120,0
9/3/22,50-64,All,439599,399331,90.8,371602,84.5,246471,56.1,110,0
9/3/22,65+,Unknown,,11169,,8844,,4129,,1,
9/3/22,50-64,"Asian, non-Latinx",27117,25232,93,23154,85.4,17225,63.5,8,0
9/3/22,0-4,Latinx,54903,3774,6.9,689,1.3,2,0,0,0
9/3/22,17-Dec,"White, non-Latinx",35643,26170,73.4,24105,67.6,11939,33.5,0,0
9/3/22,65+,All,362629,290848,80.2,273146,75.3,218343,60.2,163,0
9/3/22,30-49,Latinx,226340,199095,88,181106,80,90374,39.9,20,0
9/3/22,50-64,Latinx,114048,106743,93.6,99624,87.4,67452,59.1,18,0
9/3/22,65+,Latinx,71039,56613,79.7,52980,74.6,42943,60.4,17,0
9/3/22,0-4,"White, non-Latinx",42995,9118,21.2,3812,8.9,4,0,0,0
9/3/22,30-49,"Other, non-Latinx",10186,30792,99,25936,99,9749,95.7,3,0
9/3/22,18-29,"Black, non-Latinx",139472,73883,53,61706,44.2,18368,13.2,11,0
9/3/22,65+,"White, non-Latinx",135462,102002,75.3,97367,71.9,80680,59.6,110,0.1
9/3/22,18-29,"White, non-Latinx",187581,147234,78.5,127635,68,67783,36.1,27,0
9/3/22,11-May,"Black, non-Latinx",66458,23624,35.5,19026,28.6,2056,3.1,0,0
9/3/22,17-Dec,"Black, non-Latinx",57964,33660,58.1,29156,50.3,6687,11.5,0,0
9/3/22,17-Dec,Latinx,76627,69136,90.2,62613,81.7,20396,26.6,3,0
9/3/22,17-Dec,All,180859,145580,80.5,130096,71.9,44338,24.5,5,0
9/3/22,11-May,Latinx,83432,48345,57.9,42177,50.6,5832,7,0,0
9/3/22,11-May,"White, non-Latinx",43777,27281,62.3,25321,57.8,7555,17.3,0,0
9/3/22,17-Dec,"Asian, non-Latinx",8804,7997,90.8,7511,85.3,3609,41,1,0
9/3/22,11-May,Unknown,,3787,,2945,,562,,0,
9/3/22,17-Dec,"Other, non-Latinx",3047,5289,99,4193,99,966,31.7,0,0
9/3/22,11-May,"Asian, non-Latinx",10651,8010,75.2,7429,69.7,1865,17.5,0,0
9/3/22,17-Dec,Unknown,,3328,,2518,,741,,1,
9/3/22,11-May,All,210448,114916,54.6,100108,47.6,18310,8.7,0,0
9/3/22,0-4,"Black, non-Latinx",47946,1472,3.1,218,0.5,0,0,0,0
9/10/22,0-4,"Asian, non-Latinx",9998,1709,17.1,519,5.2,2,0,0,0
9/10/22,11-May,"Black, non-Latinx",66458,23684,35.6,19081,28.7,2121,3.2,0,0
9/10/22,18-29,"Asian, non-Latinx",41068,42577,99,35882,87.4,20828,50.7,319,0.8
9/10/22,30-49,"Other, non-Latinx",10186,30820,99,25944,99,9753,95.7,172,1.7
9/10/22,0-4,"Black, non-Latinx",47946,1558,3.2,253,0.5,0,0,0,0
9/10/22,65+,All,362629,291004,80.2,273182,75.3,218396,60.2,6656,1.8
9/10/22,50-64,"Black, non-Latinx",145449,119068,81.9,111438,76.6,69035,47.5,769,0.5
9/10/22,0-4,Unknown,,1884,,719,,3,,0,
9/10/22,65+,"White, non-Latinx",135462,102067,75.3,97378,71.9,80685,59.6,4419,3.3
9/10/22,30-49,Unknown,,31589,,25444,,7782,,125,
9/10/22,0-4,"Other, non-Latinx",6925,639,9.2,164,2.4,0,0,0,0
9/10/22,65+,"Black, non-Latinx",125967,92782,73.7,88066,69.9,70197,55.7,1085,0.9
9/10/22,65+,Latinx,71039,56641,79.7,52987,74.6,42961,60.5,708,1
9/10/22,30-49,Latinx,226340,199182,88,181125,80,90391,39.9,1076,0.5
9/10/22,65+,"Asian, non-Latinx",26955,20196,74.9,18959,70.3,15981,59.3,305,1.1
9/10/22,50-64,All,439599,399495,90.9,371658,84.5,246520,56.1,4634,1.1
9/10/22,0-4,"White, non-Latinx",42995,9361,21.8,4216,9.8,4,0,0,0
9/10/22,65+,"Other, non-Latinx",3206,8138,99,6946,99,4439,99,104,3.2
9/10/22,18-29,Unknown,,19648,,15010,,3608,,63,
9/10/22,0-4,All,162797,19111,11.7,6666,4.1,12,0,0,0
9/10/22,0-4,Latinx,54903,3960,7.2,795,1.4,3,0,0,0
9/10/22,50-64,"Asian, non-Latinx",27117,25248,93.1,23154,85.4,17227,63.5,295,1.1
9/10/22,50-64,Unknown,,15805,,12755,,4697,,40,
9/10/22,18-29,"Other, non-Latinx",11506,22241,99,17351,99,5037,43.8,57,0.5
9/10/22,18-29,"Black, non-Latinx",139472,73980,53,61783,44.3,18380,13.2,179,0.1
9/10/22,18-29,All,526788,436246,82.8,372970,70.8,161395,30.6,2273,0.4
9/10/22,30-49,"Asian, non-Latinx",64910,54643,84.2,50003,77,35291,54.4,882,1.4
9/10/22,18-29,"White, non-Latinx",187581,147384,78.6,127647,68,67786,36.1,1267,0.7
9/10/22,30-49,"White, non-Latinx",310259,237991,76.7,221908,71.5,155022,50,6373,2.1
9/10/22,30-49,All,809519,684827,84.6,622802,76.9,346867,42.8,9251,1.1
9/10/22,18-29,Latinx,147161,130416,88.6,115297,78.3,45756,31.1,388,0.3
9/10/22,50-64,"Other, non-Latinx",3063,14056,99,11848,99,5451,99,84,2.7
9/10/22,50-64,Latinx,114048,106777,93.6,99633,87.4,67460,59.2,698,0.6
9/10/22,65+,Unknown,,11180,,8846,,4133,,35,
9/10/22,30-49,"Black, non-Latinx",197825,130602,66,118378,59.8,48628,24.6,623,0.3
9/10/22,50-64,"White, non-Latinx",149921,118541,79.1,112830,75.3,82650,55.1,2748,1.8
9/10/22,11-May,"Asian, non-Latinx",10651,8021,75.3,7451,70,1905,17.9,0,0
9/10/22,11-May,"White, non-Latinx",43777,27298,62.4,25388,58,7695,17.6,0,0
9/10/22,11-May,"Other, non-Latinx",6225,3874,62.2,3217,51.7,444,7.1,0,0
9/10/22,11-May,All,210448,115095,54.7,100392,47.7,18724,8.9,0,0
9/10/22,17-Dec,"White, non-Latinx",35643,26181,73.5,24109,67.6,11945,33.5,267,0.7
9/10/22,17-Dec,All,180859,145646,80.5,130158,72,44379,24.5,528,0.3
9/10/22,17-Dec,Unknown,,3331,,2521,,742,,11,
9/10/22,17-Dec,"Asian, non-Latinx",8804,7999,90.9,7513,85.3,3609,41,39,0.4
9/10/22,17-Dec,"Black, non-Latinx",57964,33682,58.1,29179,50.3,6698,11.6,65,0.1
9/10/22,17-Dec,Latinx,76627,69161,90.3,62642,81.7,20419,26.6,135,0.2
9/10/22,17-Dec,"Other, non-Latinx",3047,5292,99,4194,99,966,31.7,11,0.4
9/10/22,11-May,Unknown,,3791,,2956,,574,,0,
9/10/22,11-May,Latinx,83432,48427,58,42299,50.7,5985,7.2,0,0
9/17/22,18-29,Latinx,147161,130511,88.7,115322,78.4,45763,31.1,1018,0.7
9/17/22,50-64,"Other, non-Latinx",3063,14079,99,11851,99,5453,99,240,7.8
9/17/22,50-64,"White, non-Latinx",149921,118625,79.1,112832,75.3,82657,55.1,7299,4.9
9/17/22,0-4,All,162797,19819,12.2,7631,4.7,15,0,0,0
9/17/22,18-29,All,526788,436928,82.9,373096,70.8,161414,30.6,6324,1.2
9/17/22,50-64,Unknown,,15856,,12760,,4697,,163,
9/17/22,65+,"White, non-Latinx",135462,102197,75.4,97381,71.9,80689,59.6,11384,8.4
9/17/22,65+,"Asian, non-Latinx",26955,20221,75,18960,70.3,15983,59.3,871,3.2
9/17/22,0-4,Latinx,54903,4207,7.7,941,1.7,4,0,0,0
9/17/22,30-49,Unknown,,31686,,25452,,7783,,394,
9/17/22,30-49,"Asian, non-Latinx",64910,54707,84.3,50013,77,35292,54.4,2299,3.5
9/17/22,18-29,"Other, non-Latinx",11506,22272,99,17357,99,5038,43.8,167,1.5
9/17/22,0-4,Unknown,,1952,,819,,3,,0,
9/17/22,0-4,"White, non-Latinx",42995,9580,22.3,4758,11.1,6,0,0,0
9/17/22,0-4,"Other, non-Latinx",6925,668,9.6,207,3,0,0,0,0
9/17/22,18-29,Unknown,,19738,,15012,,3608,,210,
9/17/22,30-49,"Other, non-Latinx",10186,30855,99,25949,99,9756,95.8,490,4.8
9/17/22,30-49,"White, non-Latinx",310259,238289,76.8,221929,71.5,155035,50,15630,5
9/17/22,18-29,"Asian, non-Latinx",41068,42662,99,35887,87.4,20830,50.7,890,2.2
9/17/22,18-29,"White, non-Latinx",187581,147656,78.7,127662,68.1,67790,36.1,3577,1.9
9/17/22,65+,"Other, non-Latinx",3206,8152,99,6947,99,4439,99,298,9.3
9/17/22,65+,"Black, non-Latinx",125967,92889,73.7,88083,69.9,70208,55.7,3349,2.7
9/17/22,30-49,Latinx,226340,199348,88.1,181154,80,90401,39.9,2840,1.3
9/17/22,50-64,Latinx,114048,106831,93.7,99641,87.4,67471,59.2,1925,1.7
9/17/22,18-29,"Black, non-Latinx",139472,74089,53.1,61856,44.4,18385,13.2,462,0.3
9/17/22,50-64,All,439599,399819,91,371709,84.6,246556,56.1,12740,2.9
9/17/22,65+,Latinx,71039,56697,79.8,52996,74.6,42969,60.5,1909,2.7
9/17/22,50-64,"Asian, non-Latinx",27117,25282,93.2,23154,85.4,17227,63.5,780,2.9
9/17/22,50-64,"Black, non-Latinx",145449,119146,81.9,111471,76.6,69051,47.5,2333,1.6
9/17/22,0-4,"Asian, non-Latinx",9998,1768,17.7,612,6.1,2,0,0,0
9/17/22,65+,All,362629,291375,80.4,273216,75.3,218424,60.2,17952,5
9/17/22,30-49,"Black, non-Latinx",197825,130735,66.1,118446,59.9,48643,24.6,1673,0.8
9/17/22,30-49,All,809519,685620,84.7,622943,77,346910,42.9,23326,2.9
9/17/22,65+,Unknown,,11219,,8849,,4136,,141,
9/17/22,17-Dec,Latinx,76627,69216,90.3,62665,81.8,20441,26.7,447,0.6
9/17/22,11-May,Latinx,83432,48536,58.2,42412,50.8,6208,7.4,0,0
9/17/22,17-Dec,All,180859,145760,80.6,130221,72,44418,24.6,1509,0.8
9/17/22,11-May,"White, non-Latinx",43777,27330,62.4,25461,58.2,7850,17.9,0,0
9/17/22,17-Dec,"White, non-Latinx",35643,26187,73.5,24113,67.7,11951,33.5,696,2
9/17/22,17-Dec,"Asian, non-Latinx",8804,8004,90.9,7515,85.4,3609,41,129,1.5
9/17/22,11-May,Unknown,,3799,,2967,,597,,0,
9/17/22,17-Dec,Unknown,,3336,,2522,,742,,32,
9/17/22,11-May,"Other, non-Latinx",6225,3878,62.3,3230,51.9,459,7.4,0,0
9/17/22,17-Dec,"Black, non-Latinx",57964,33721,58.2,29212,50.4,6709,11.6,171,0.3
9/17/22,11-May,All,210448,115316,54.8,100693,47.8,19256,9.2,0,0
9/17/22,11-May,"Black, non-Latinx",66458,23744,35.7,19158,28.8,2202,3.3,0,0
9/17/22,11-May,"Asian, non-Latinx",10651,8029,75.4,7465,70.1,1940,18.2,0,0
9/17/22,17-Dec,"Other, non-Latinx",3047,5296,99,4194,99,966,31.7,34,1.1
9/17/22,0-4,"Black, non-Latinx",47946,1644,3.4,294,0.6,0,0,0,0
9/24/22,65+,Unknown,,11274,,8852,,4137,,274,
9/24/22,30-49,Latinx,226340,199542,88.2,181184,80,90410,39.9,4789,2.1
9/24/22,18-29,All,526788,437695,83.1,373214,70.8,161428,30.6,10837,2.1
9/24/22,30-49,All,809519,686544,84.8,623069,77,346930,42.9,37230,4.6
9/24/22,30-49,Unknown,,31807,,25458,,7784,,761,
9/24/22,0-4,Unknown,,2021,,953,,3,,0,
9/24/22,30-49,"Other, non-Latinx",10186,30903,99,25954,99,9758,95.8,802,7.9
9/24/22,30-49,"Black, non-Latinx",197825,130859,66.1,118506,59.9,48646,24.6,2777,1.4
9/24/22,65+,"Other, non-Latinx",3206,8170,99,6948,99,4439,99,499,15.6
9/24/22,30-49,"White, non-Latinx",310259,238641,76.9,221949,71.5,155039,50,24377,7.9
9/24/22,65+,Latinx,71039,56768,79.9,52997,74.6,42974,60.5,3350,4.7
9/24/22,50-64,"White, non-Latinx",149921,118717,79.2,112835,75.3,82661,55.1,11799,7.9
9/24/22,0-4,"White, non-Latinx",42995,9798,22.8,5309,12.3,7,0,0,0
9/24/22,18-29,"Other, non-Latinx",11506,22320,99,17364,99,5038,43.8,289,2.5
9/24/22,65+,"White, non-Latinx",135462,102337,75.5,97383,71.9,80694,59.6,18331,13.5
9/24/22,18-29,"White, non-Latinx",187581,147917,78.9,127670,68.1,67792,36.1,6027,3.2
9/24/22,18-29,"Black, non-Latinx",139472,74218,53.2,61922,44.4,18389,13.2,784,0.6
9/24/22,0-4,All,162797,20486,12.6,8636,5.3,16,0,0,0
9/24/22,65+,"Black, non-Latinx",125967,93084,73.9,88096,69.9,70221,55.7,6119,4.9
9/24/22,50-64,"Black, non-Latinx",145449,119249,82,111496,76.7,69058,47.5,4164,2.9
9/24/22,18-29,"Asian, non-Latinx",41068,42762,99,35894,87.4,20830,50.7,1561,3.8
9/24/22,0-4,"Other, non-Latinx",6925,695,10,237,3.4,0,0,0,0
9/24/22,50-64,"Asian, non-Latinx",27117,25315,93.4,23158,85.4,17227,63.5,1353,5
9/24/22,0-4,"Asian, non-Latinx",9998,1820,18.2,692,6.9,2,0,0,0
9/24/22,18-29,Latinx,147161,130650,88.8,115347,78.4,45771,31.1,1816,1.2
9/24/22,50-64,Latinx,114048,106896,93.7,99648,87.4,67476,59.2,3516,3.1
9/24/22,65+,"Asian, non-Latinx",26955,20246,75.1,18962,70.3,15984,59.3,1652,6.1
9/24/22,18-29,Unknown,,19828,,15017,,3608,,360,
9/24/22,50-64,Unknown,,15892,,12762,,4697,,284,
9/24/22,65+,All,362629,291879,80.5,273238,75.3,218449,60.2,30225,8.3
9/24/22,50-64,"Other, non-Latinx",3063,14096,99,11852,99,5455,99,439,14.3
9/24/22,30-49,"Asian, non-Latinx",64910,54792,84.4,50018,77.1,35293,54.4,3724,5.7
9/24/22,0-4,Latinx,54903,4404,8,1089,2,4,0,0,0
9/24/22,50-64,All,439599,400165,91,371751,84.6,246574,56.1,21555,4.9
9/24/22,11-May,Latinx,83432,48636,58.3,42495,50.9,6451,7.7,0,0
9/24/22,11-May,All,210448,115525,54.9,100921,48,19813,9.4,0,0
9/24/22,17-Dec,"Other, non-Latinx",3047,5298,99,4194,99,966,31.7,61,2
9/24/22,17-Dec,"Asian, non-Latinx",8804,8008,91,7516,85.4,3609,41,215,2.4
9/24/22,17-Dec,Latinx,76627,69274,90.4,62689,81.8,20455,26.7,867,1.1
9/24/22,17-Dec,"White, non-Latinx",35643,26207,73.5,24116,67.7,11953,33.5,1177,3.3
9/24/22,11-May,Unknown,,3809,,2974,,622,,0,
9/24/22,11-May,"White, non-Latinx",43777,27357,62.5,25519,58.3,8013,18.3,0,0
9/24/22,17-Dec,All,180859,145875,80.7,130273,72,44443,24.6,2699,1.5
9/24/22,17-Dec,"Black, non-Latinx",57964,33747,58.2,29234,50.4,6718,11.6,318,0.5
9/24/22,11-May,"Asian, non-Latinx",10651,8042,75.5,7479,70.2,1981,18.6,0,0
9/24/22,11-May,"Black, non-Latinx",66458,23797,35.8,19216,28.9,2269,3.4,0,0
9/24/22,17-Dec,Unknown,,3341,,2524,,742,,61,
9/24/22,11-May,"Other, non-Latinx",6225,3884,62.4,3238,52,477,7.7,0,0
9/24/22,0-4,"Black, non-Latinx",47946,1748,3.6,356,0.7,0,0,0,0
10/1/22,18-29,Unknown,,19940,,15026,,3609,,536,
10/1/22,17-Dec,All,180859,145978,80.7,130330,72.1,44459,24.6,3737,2.1
10/1/22,0-4,"Asian, non-Latinx",9998,1872,18.7,768,7.7,2,0,0,0
10/1/22,11-May,"White, non-Latinx",43777,27381,62.5,25548,58.4,8135,18.6,0,0
10/1/22,50-64,Latinx,114048,106977,93.8,99656,87.4,67480,59.2,5323,4.7
10/1/22,0-4,Unknown,,2088,,1064,,3,,0,
10/1/22,18-29,"Other, non-Latinx",11506,22365,99,17374,99,5040,43.8,424,3.7
10/1/22,0-4,"Other, non-Latinx",6925,730,10.5,272,3.9,0,0,0,0
10/1/22,30-49,"Asian, non-Latinx",64910,54881,84.5,50023,77.1,35294,54.4,5217,8
10/1/22,18-29,"Asian, non-Latinx",41068,42896,99,35903,87.4,20833,50.7,2276,5.5
10/1/22,30-49,"White, non-Latinx",310259,238972,77,221961,71.5,155043,50,32793,10.6
10/1/22,65+,"White, non-Latinx",135462,102509,75.7,97390,71.9,80698,59.6,24774,18.3
10/1/22,65+,"Other, non-Latinx",3206,8197,99,6948,99,4441,99,777,24.2
10/1/22,50-64,"White, non-Latinx",149921,118835,79.3,112839,75.3,82666,55.1,16427,11
10/1/22,18-29,"White, non-Latinx",187581,148285,79.1,127698,68.1,67796,36.1,8840,4.7
10/1/22,50-64,"Asian, non-Latinx",27117,25336,93.4,23159,85.4,17230,63.5,1923,7.1
10/1/22,65+,"Asian, non-Latinx",26955,20260,75.2,18964,70.4,15987,59.3,2332,8.7
10/1/22,65+,Latinx,71039,56848,80,53004,74.6,42979,60.5,5012,7.1
10/1/22,50-64,Unknown,,15943,,12763,,4698,,437,
10/1/22,0-4,All,162797,21153,13,9470,5.8,16,0,0,0
10/1/22,0-4,"White, non-Latinx",42995,10016,23.3,5737,13.3,7,0,0,0
10/1/22,18-29,Latinx,147161,130814,88.9,115374,78.4,45773,31.1,2668,1.8
10/1/22,30-49,All,809519,687481,84.9,623214,77,346959,42.9,51262,6.3
10/1/22,30-49,Latinx,226340,199717,88.2,181209,80.1,90415,39.9,6884,3
10/1/22,18-29,"Black, non-Latinx",139472,74354,53.3,61999,44.5,18393,13.2,1176,0.8
10/1/22,30-49,Unknown,,31955,,25474,,7788,,1131,
10/1/22,65+,Unknown,,11321,,8852,,4140,,418,
10/1/22,65+,"Black, non-Latinx",125967,93281,74.1,88108,69.9,70248,55.8,9491,7.5
10/1/22,50-64,"Other, non-Latinx",3063,14118,99,11855,99,5458,99,611,19.9
10/1/22,65+,All,362629,292416,80.6,273266,75.4,218493,60.3,42804,11.8
10/1/22,50-64,"Black, non-Latinx",145449,119359,82.1,111518,76.7,69063,47.5,6319,4.3
10/1/22,50-64,All,439599,400568,91.1,371790,84.6,246595,56.1,31040,7.1
10/1/22,18-29,All,526788,438654,83.3,373374,70.9,161444,30.6,15920,3
10/1/22,30-49,"Other, non-Latinx",10186,30955,99,25961,99,9761,95.8,1127,11.1
10/1/22,30-49,"Black, non-Latinx",197825,131001,66.2,118586,59.9,48658,24.6,4110,2.1
10/1/22,17-Dec,"Black, non-Latinx",57964,33776,58.3,29254,50.5,6726,11.6,473,0.8
10/1/22,11-May,All,210448,115744,55,101116,48,20270,9.6,0,0
10/1/22,11-May,Unknown,,3818,,2985,,640,,0,
10/1/22,11-May,"Asian, non-Latinx",10651,8052,75.6,7495,70.4,2012,18.9,0,0
10/1/22,11-May,Latinx,83432,48740,58.4,42579,51,6645,8,0,0
10/1/22,0-4,"Black, non-Latinx",47946,1824,3.8,402,0.8,0,0,0,0
10/1/22,17-Dec,"Other, non-Latinx",3047,5304,99,4195,99,966,31.7,79,2.6
10/1/22,11-May,"Other, non-Latinx",6225,3899,62.6,3240,52,483,7.8,0,0
10/1/22,0-4,Latinx,54903,4623,8.4,1227,2.2,4,0,0,0
10/1/22,17-Dec,Unknown,,3346,,2525,,742,,90,
10/1/22,17-Dec,"White, non-Latinx",35643,26225,73.6,24122,67.7,11954,33.5,1558,4.4
10/1/22,17-Dec,Latinx,76627,69315,90.5,62717,81.8,20462,26.7,1255,1.6
10/1/22,11-May,"Black, non-Latinx",66458,23854,35.9,19269,29,2355,3.5,0,0
10/1/22,17-Dec,"Asian, non-Latinx",8804,8012,91,7517,85.4,3609,41,282,3.2
10/8/22,50-64,Unknown,,15985,,12764,,4699,,578,
10/8/22,18-29,"Black, non-Latinx",139472,74491,53.4,62072,44.5,18399,13.2,1584,1.1
10/8/22,0-4,Unknown,,2134,,1181,,4,,0,
10/8/22,65+,Latinx,71039,56916,80.1,53011,74.6,42993,60.5,6707,9.4
10/8/22,65+,"White, non-Latinx",135462,102676,75.8,97394,71.9,80703,59.6,30377,22.4
10/8/22,50-64,All,439599,400946,91.2,371835,84.6,246616,56.1,40590,9.2
10/8/22,18-29,Unknown,,20054,,15034,,3614,,706,
10/8/22,30-49,"Asian, non-Latinx",64910,54948,84.7,50026,77.1,35295,54.4,6626,10.2
10/8/22,65+,All,362629,292953,80.8,273299,75.4,218551,60.3,54517,15
10/8/22,0-4,All,162797,21727,13.3,10312,6.3,20,0,0,0
10/8/22,30-49,"Other, non-Latinx",10186,31011,99,25962,99,9764,95.9,1461,14.3
10/8/22,30-49,All,809519,688389,85,623340,77,346994,42.9,65127,8
10/8/22,30-49,"White, non-Latinx",310259,239287,77.1,221983,71.5,155049,50,40892,13.2
10/8/22,0-4,"Other, non-Latinx",6925,763,11,292,4.2,0,0,0,0
10/8/22,18-29,"White, non-Latinx",187581,148652,79.2,127718,68.1,67806,36.1,11580,6.2
10/8/22,0-4,"Asian, non-Latinx",9998,1914,19.1,857,8.6,3,0,0,0
10/8/22,18-29,"Other, non-Latinx",11506,22416,99,17377,99,5040,43.8,570,5
10/8/22,30-49,Latinx,226340,199921,88.3,181229,80.1,90424,40,9195,4.1
10/8/22,50-64,Latinx,114048,107058,93.9,99664,87.4,67483,59.2,7255,6.4
10/8/22,0-4,"White, non-Latinx",42995,10213,23.8,6155,14.3,8,0,0,0
10/8/22,50-64,"Asian, non-Latinx",27117,25356,93.5,23164,85.4,17230,63.5,2474,9.1
10/8/22,18-29,All,526788,439578,83.4,373501,70.9,161473,30.7,21065,4
10/8/22,50-64,"Black, non-Latinx",145449,119459,82.1,111542,76.7,69076,47.5,8612,5.9
10/8/22,30-49,Unknown,,32093,,25484,,7792,,1497,
10/8/22,50-64,"White, non-Latinx",149921,118947,79.3,112844,75.3,82670,55.1,20865,13.9
10/8/22,65+,Unknown,,11365,,8855,,4143,,562,
10/8/22,30-49,"Black, non-Latinx",197825,131129,66.3,118656,60,48670,24.6,5456,2.8
10/8/22,65+,"Other, non-Latinx",3206,8221,99,6948,99,4445,99,990,30.9
10/8/22,18-29,Latinx,147161,130967,89,115391,78.4,45781,31.1,3655,2.5
10/8/22,65+,"Asian, non-Latinx",26955,20277,75.2,18964,70.4,15989,59.3,3018,11.2
10/8/22,65+,"Black, non-Latinx",125967,93498,74.2,88127,70,70278,55.8,12863,10.2
10/8/22,50-64,"Other, non-Latinx",3063,14141,99,11857,99,5458,99,806,26.3
