Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
6/21/21,1.38,0.07,0.23,1.25,1.63,1.69,1.66,1,1.09,1.1,0.54,1.55,1.2,1.47,0.48,1.49,0.78,1.08,0,0,0.03,0.08,0.14,0.22,0.37,0,0.08,0.06,0.11,0,0.09,0.05,0,0.03,0.16,0.19,0.34,0.46,0.22,0.55,0.36,0.31,0.14,0.33,0.08,0.31,0.1,0.12,37.3,2,6.1,6.9,9,7.7,5.6,3.1,2.9,1.7,0.4,21.4,15.9,11.4,0.9,11.7,7,1.3,0,0,0.1,0.3,0.4,0.6,0.6,0,1.1,0.9,0.9,0,0.7,0.4,0,0.1,0.9,0.9,1.1,1.4,0.6,0.9,0.3,4.3,1.9,2.6,0.1,2.4,0.9,0.1
6/22/21,1.27,0.07,0.22,1.07,1.6,1.63,1.32,0.87,1.25,0.92,0.54,1.38,1.16,1.14,0.48,1.44,0.75,1.2,0,0,0,0.04,0.23,0.22,0.28,0.18,0.08,0.06,0.13,0,0.07,0.05,0,0,0.16,0.13,0.34,0.5,0.27,0.46,0.54,0.29,0.15,0.33,0.16,0.27,0.1,0.12,34.4,2,6,5.9,8.9,7.4,4.4,2.7,3.3,1.4,0.4,19.1,15.3,8.9,0.9,11.3,6.7,1.4,0,0,0,0.1,0.7,0.6,0.4,0.1,1.1,0.9,1,0,0.6,0.4,0,0,0.9,0.6,1.1,1.6,0.7,0.7,0.4,4,2,2.6,0.3,2.1,0.9,0.1
6/23/21,1.33,0.07,0.23,1.09,1.6,1.66,1.4,1.14,1.3,0.74,0.89,1.44,1.21,1.12,0.4,1.49,0.83,1.08,0,0,0,0.04,0.18,0.22,0.28,0.18,0.07,0.06,0.13,0,0.05,0.05,0,0.03,0.16,0.13,0.25,0.55,0.33,0.28,0.89,0.29,0.16,0.31,0.16,0.33,0.1,0,36,1.9,6.1,6,8.9,7.6,4.7,3.6,3.4,1.1,0.7,20,16,8.7,0.7,11.7,7.4,1.3,0,0,0,0.1,0.6,0.6,0.4,0.1,1,0.9,1,0,0.4,0.4,0,0.1,0.9,0.6,0.9,1.7,0.9,0.4,0.7,4,2.1,2.4,0.3,2.6,0.9,0
6/24/21,1.38,0.06,0.25,1.09,1.81,1.66,1.57,1.19,1.09,0.74,1.07,1.53,1.23,1.07,0.48,1.66,0.89,1.2,0,0,0,0.04,0.18,0.11,0.28,0.18,0.06,0.05,0.09,0,0.05,0.05,0,0.05,0.21,0.22,0.25,0.5,0.27,0.28,0.89,0.27,0.23,0.26,0.24,0.38,0.13,0.12,37.4,1.6,6.7,6,10,7.6,5.3,3.7,2.9,1.1,0.9,21.1,16.3,8.3,0.9,13,8,1.4,0,0,0,0.1,0.6,0.3,0.4,0.1,0.9,0.7,0.7,0,0.4,0.4,0,0.3,1.1,1,0.9,1.6,0.7,0.4,0.7,3.7,3,2,0.4,3,1.1,0.1
6/25/21,1.38,0.06,0.22,1.22,1.71,1.66,1.7,1,1.25,0.64,0.71,1.49,1.27,1.14,0.48,1.51,0.86,1.08,0,0,0.03,0.04,0.18,0.11,0.28,0.18,0.08,0.04,0.07,0,0.11,0.03,0,0.05,0.21,0.25,0.21,0.32,0.22,0.28,0.71,0.26,0.17,0.2,0.16,0.36,0.11,0.12,37.4,1.7,5.9,6.7,9.4,7.6,5.7,3.1,3.3,1,0.6,20.7,16.7,8.9,0.9,11.9,7.7,1.3,0,0,0.1,0.1,0.6,0.3,0.4,0.1,1.1,0.6,0.6,0,0.9,0.3,0,0.3,1.1,1.1,0.7,1,0.6,0.4,0.6,3.6,2.3,1.6,0.3,2.9,1,0.1
6/26/21,1.33,0.05,0.22,1.14,1.52,1.75,1.78,0.91,1.3,0.28,0.71,1.42,1.23,1.05,0.56,1.49,0.81,1.08,0,0,0.03,0,0.14,0.11,0.28,0.18,0.07,0.03,0.06,0,0.11,0.02,0,0.05,0.16,0.25,0.25,0.32,0.27,0.28,0.71,0.25,0.18,0.17,0.16,0.4,0.11,0.12,36,1.4,5.9,6.3,8.4,8,6,2.9,3.4,0.4,0.6,19.7,16.3,8.1,1,11.7,7.3,1.3,0,0,0.1,0,0.4,0.3,0.4,0.1,1,0.4,0.4,0,0.9,0.1,0,0.3,0.9,1.1,0.9,1,0.7,0.4,0.6,3.4,2.4,1.3,0.3,3.1,1,0.1
6/27/21,1.27,0.05,0.2,1.09,1.42,1.75,1.66,0.82,1.09,0.55,0.71,1.35,1.18,0.94,0.64,1.49,0.78,1.08,0,0,0.03,0,0.14,0.11,0.28,0.18,0.07,0.03,0.06,0,0.13,0,0,0.05,0.16,0.25,0.21,0.32,0.22,0.18,0.54,0.22,0.17,0.13,0.16,0.35,0.13,0.12,34.3,1.4,5.3,6,7.9,8,5.6,2.6,2.9,0.9,0.6,18.7,15.6,7.3,1.1,11.7,7,1.3,0,0,0.1,0,0.4,0.3,0.4,0.1,1,0.4,0.4,0,1,0,0,0.3,0.9,1.1,0.7,1,0.6,0.3,0.4,3,2.3,1,0.3,2.7,1.1,0.1
6/28/21,1.29,0.05,0.21,1.12,1.37,1.75,1.74,1,0.98,0.64,0.71,1.29,1.29,0.92,0.79,1.53,0.78,1.08,0,0,0.03,0.08,0.09,0.05,0.18,0.18,0.05,0.04,0.07,0,0.09,0,0,0.08,0.16,0.22,0.17,0.27,0.27,0.37,0.71,0.22,0.19,0.22,0.16,0.33,0.1,0.12,34.9,1.3,5.6,6.1,7.6,8,5.9,3.1,2.6,1,0.6,17.9,17,7.1,1.4,12,7,1.3,0,0,0.1,0.3,0.3,0.1,0.3,0.1,0.7,0.6,0.6,0,0.7,0,0,0.4,0.9,1,0.6,0.9,0.7,0.6,0.6,3,2.6,1.7,0.3,2.6,0.9,0.1
6/29/21,1.41,0.04,0.22,1.46,1.47,1.91,2,0.82,0.87,0.92,0.54,1.43,1.4,1.16,0.79,1.58,0.86,1.2,0,0,0.03,0.13,0.05,0.05,0.18,0,0.04,0.04,0.04,0,0.11,0,0,0.08,0.16,0.25,0.25,0.23,0.22,0.46,0.71,0.24,0.19,0.22,0.08,0.4,0.08,0.12,38.3,1.1,5.9,8,8.1,8.7,6.7,2.6,2.3,1.4,0.4,19.9,18.4,9,1.4,12.4,7.7,1.4,0,0,0.1,0.4,0.1,0.1,0.3,0,0.6,0.6,0.3,0,0.9,0,0,0.4,0.9,1.1,0.9,0.7,0.6,0.7,0.6,3.3,2.6,1.7,0.1,3.1,0.7,0.1
6/30/21,1.44,0.04,0.22,1.56,1.52,1.88,2,0.68,0.92,1.2,0.18,1.35,1.53,1.23,0.87,1.51,0.94,1.08,0,0,0.03,0.13,0.05,0.05,0.18,0,0.04,0.04,0.04,0,0.11,0,0,0.05,0.16,0.31,0.3,0.23,0.16,0.55,0.36,0.21,0.23,0.2,0.08,0.4,0.08,0.12,38.9,1.1,5.9,8.6,8.4,8.6,6.7,2.1,2.4,1.9,0.1,18.7,20.1,9.6,1.6,11.9,8.4,1.3,0,0,0.1,0.4,0.1,0.1,0.3,0,0.6,0.6,0.3,0,0.9,0,0,0.3,0.9,1.4,1,0.7,0.4,0.9,0.3,2.9,3,1.6,0.1,3.1,0.7,0.1
7/1/21,1.37,0.05,0.19,1.51,1.42,1.82,1.91,0.55,1.03,1.1,0,1.25,1.49,1.23,0.79,1.35,0.84,0.84,0,0,0.03,0.13,0.09,0.05,0.28,0,0.05,0.05,0.04,0,0.15,0,0,0.03,0.13,0.25,0.34,0.14,0.16,0.55,0.36,0.21,0.17,0.18,0,0.42,0.03,0,37,1.4,5.1,8.3,7.9,8.3,6.4,1.7,2.7,1.7,0,17.3,19.7,9.6,1.4,10.6,7.6,1,0,0,0.1,0.4,0.3,0.1,0.4,0,0.7,0.7,0.3,0,1.1,0,0,0.1,0.7,1.1,1.1,0.4,0.4,0.9,0.3,2.9,2.3,1.4,0,3.3,0.3,0
7/2/21,1.47,0.04,0.2,1.46,1.55,1.94,2.04,0.73,1.14,1.38,0,1.41,1.53,1.23,0.79,1.44,1.03,1.43,0,0,0,0.13,0.09,0,0.28,0,0.04,0.04,0.06,0,0.09,0,0,0.03,0.1,0.19,0.3,0.32,0.22,0.64,0.36,0.24,0.16,0.18,0,0.47,0.02,0,39.7,1.1,5.4,8,8.6,8.9,6.9,2.3,3,2.1,0,19.6,20.1,9.6,1.4,11.3,9.3,1.7,0,0,0,0.4,0.3,0,0.4,0,0.6,0.6,0.4,0,0.7,0,0,0.1,0.6,0.9,1,1,0.6,1,0.3,3.3,2.1,1.4,0,3.7,0.1,0
7/3/21,1.62,0.04,0.21,1.54,1.76,2.19,2.21,0.96,1.09,1.38,0.18,1.53,1.7,1.32,0.79,1.62,1.16,1.2,0,0,0,0.13,0.09,0,0.28,0,0.04,0.04,0.06,0,0.09,0,0,0.05,0.1,0.22,0.3,0.37,0.16,0.55,0.54,0.22,0.21,0.2,0,0.49,0.02,0,43.7,1.1,5.7,8.4,9.7,10,7.4,3,2.9,2.1,0.1,21.1,22.4,10.3,1.4,12.7,10.4,1.4,0,0,0,0.4,0.3,0,0.4,0,0.6,0.6,0.4,0,0.7,0,0,0.3,0.6,1,1,1.1,0.4,0.9,0.4,3,2.7,1.6,0,3.9,0.1,0
7/4/21,1.63,0.04,0.23,1.59,1.76,2.25,2.21,0.96,1.03,1.29,0.36,1.54,1.72,1.32,0.87,1.62,1.21,1.32,0,0,0,0.13,0.14,0,0.18,0,0.05,0.03,0.06,0,0.09,0,0,0.05,0.13,0.25,0.3,0.41,0.11,0.55,0.89,0.25,0.22,0.2,0,0.53,0.03,0.12,44.1,1.1,6.3,8.7,9.7,10.3,7.4,3,2.7,2,0.3,21.3,22.7,10.3,1.6,12.7,10.9,1.6,0,0,0,0.4,0.4,0,0.3,0,0.7,0.4,0.4,0,0.7,0,0,0.3,0.7,1.1,1,1.3,0.3,0.9,0.7,3.4,2.9,1.6,0,4.1,0.3,0.1
7/5/21,1.67,0.04,0.21,1.56,1.91,2.41,2.12,0.96,1.03,1.2,0.54,1.62,1.71,1.38,0.79,1.55,1.3,1.79,0,0,0,0.04,0.14,0.05,0.18,0.18,0.06,0.02,0.06,0,0.09,0,0,0.08,0.1,0.25,0.3,0.37,0.11,0.37,0.71,0.21,0.22,0.13,0,0.49,0.05,0.12,45.3,1.1,5.7,8.6,10.6,11,7.1,3,2.7,1.9,0.4,22.4,22.6,10.7,1.4,12.1,11.7,2.1,0,0,0,0.1,0.4,0.1,0.3,0.1,0.9,0.3,0.4,0,0.7,0,0,0.4,0.6,1.1,1,1.1,0.3,0.6,0.6,2.9,2.9,1,0,3.9,0.4,0.1
7/6/21,1.77,0.04,0.22,1.72,2.07,2.41,2,1.28,1.2,1.1,0.71,1.75,1.78,1.38,0.95,1.57,1.41,2.03,0,0,0,0,0.09,0.16,0.18,0.18,0.07,0.01,0.06,0,0.07,0.02,0,0.1,0.1,0.25,0.21,0.46,0.11,0.37,0.89,0.23,0.22,0.15,0.16,0.46,0.06,0.12,48,1.1,6,9.4,11.4,11,6.7,4,3.1,1.7,0.6,24.3,23.4,10.7,1.7,12.3,12.7,2.4,0,0,0,0,0.3,0.4,0.3,0.1,1,0.1,0.4,0,0.6,0.1,0,0.6,0.6,1.1,0.7,1.4,0.3,0.6,0.7,3.1,2.9,1.1,0.3,3.6,0.6,0.1
7/7/21,1.89,0.05,0.23,1.87,2.22,2.6,2.17,1.32,1.2,1.01,0.71,2.06,1.68,1.43,1.03,1.71,1.46,2.27,0,0,0,0.04,0.09,0.16,0.18,0.36,0.08,0.02,0.09,0,0.07,0.02,0,0.1,0.1,0.22,0.17,0.41,0.16,0.46,1.25,0.27,0.18,0.13,0.16,0.44,0.11,0.24,51.1,1.4,6.1,10.3,12.3,11.9,7.3,4.1,3.1,1.6,0.6,28.6,22.1,11.1,1.9,13.4,13.1,2.7,0,0,0,0.1,0.3,0.4,0.3,0.3,1.1,0.3,0.7,0,0.6,0.1,0,0.6,0.6,1,0.6,1.3,0.4,0.7,1,3.7,2.4,1,0.3,3.4,1,0.3
7/8/21,2.12,0.04,0.23,2.08,2.71,2.85,2.17,1.55,1.25,1.29,0.71,2.35,1.85,1.6,1.03,1.91,1.65,2.63,0,0,0,0.04,0.05,0.16,0.09,0.36,0.07,0.01,0.09,0,0.04,0.02,0,0.13,0.1,0.25,0.08,0.41,0.16,0.46,1.25,0.27,0.18,0.15,0.16,0.42,0.11,0.24,57.4,1.1,6.1,11.4,15,13,7.3,4.9,3.3,2,0.6,32.6,24.4,12.4,1.9,15,14.9,3.1,0,0,0,0.1,0.1,0.4,0.1,0.3,1,0.1,0.7,0,0.3,0.1,0,0.7,0.6,1.1,0.3,1.3,0.4,0.7,1,3.7,2.4,1.1,0.3,3.3,1,0.3
7/9/21,2.27,0.04,0.23,2.29,2.95,3.32,2.17,1.51,1.09,1.2,0.89,2.42,2.08,1.71,0.95,2.09,1.67,2.03,0,0,0,0.04,0.05,0.16,0,0.54,0.07,0.01,0.07,0.08,0.04,0.02,0,0.13,0.16,0.28,0.17,0.27,0.11,0.37,1.43,0.25,0.22,0.2,0.16,0.33,0.16,0.24,61.4,1.1,6.3,12.6,16.3,15.1,7.3,4.7,2.9,1.9,0.7,33.6,27.4,13.3,1.7,16.4,15,2.4,0,0,0,0.1,0.1,0.4,0,0.4,1,0.1,0.6,0.1,0.3,0.1,0,0.7,0.9,1.3,0.6,0.9,0.3,0.6,1.1,3.4,2.9,1.6,0.3,2.6,1.4,0.3
7/10/21,2.28,0.04,0.23,2.32,2.95,3.32,2.21,1.37,1.09,1.47,0.71,2.44,2.08,1.66,0.95,2.02,1.78,2.15,0,0,0,0.04,0.05,0.16,0,0.54,0.07,0.01,0.07,0.08,0.04,0.02,0,0.1,0.16,0.31,0.17,0.23,0.11,0.46,1.25,0.27,0.18,0.15,0.16,0.31,0.17,0.24,61.6,1.1,6.1,12.7,16.3,15.1,7.4,4.3,2.9,2.3,0.6,33.9,27.4,12.9,1.7,15.9,16,2.6,0,0,0,0.1,0.1,0.4,0,0.4,1,0.1,0.6,0.1,0.3,0.1,0,0.6,0.9,1.4,0.6,0.7,0.3,0.7,1,3.7,2.4,1.1,0.3,2.4,1.6,0.3
7/11/21,2.54,0.05,0.24,2.63,3.23,3.6,2.51,1.87,1.14,1.56,0.54,2.69,2.37,1.75,0.95,2.17,2.02,2.51,0,0,0,0.04,0.05,0.22,0,0.54,0.07,0.02,0.09,0.08,0.04,0.02,0,0.16,0.13,0.31,0.3,0.18,0.11,0.55,0.89,0.28,0.19,0.15,0.16,0.35,0.16,0.36,68.9,1.3,6.4,14.4,17.9,16.4,8.4,5.9,3,2.4,0.4,37.3,31.3,13.6,1.7,17,18.1,3,0,0,0,0.1,0.1,0.6,0,0.4,1,0.3,0.7,0.1,0.3,0.1,0,0.9,0.7,1.4,1,0.6,0.3,0.9,0.7,3.9,2.6,1.1,0.3,2.7,1.4,0.4
7/12/21,2.78,0.04,0.25,2.63,3.69,3.88,2.76,2.1,1.3,1.93,0.54,2.95,2.6,1.78,1.19,2.6,2.27,2.03,0,0,0,0.04,0.05,0.16,0,0.36,0.05,0.02,0.06,0.08,0.04,0.02,0,0.13,0.13,0.31,0.3,0.14,0.11,0.83,1.07,0.31,0.18,0.13,0.24,0.4,0.16,0.36,75.3,1,6.7,14.4,20.4,17.7,9.3,6.6,3.4,3,0.4,40.9,34.3,13.9,2.1,20.4,20.4,2.4,0,0,0,0.1,0.1,0.4,0,0.3,0.7,0.3,0.4,0.1,0.3,0.1,0,0.7,0.7,1.4,1,0.4,0.3,1.3,0.9,4.3,2.4,1,0.4,3.1,1.4,0.4
7/13/21,2.93,0.04,0.27,2.45,3.82,4.48,2.93,2.19,1.3,2.3,0.71,2.99,2.82,1.93,1.19,2.9,2.35,1.55,0,0,0,0.08,0.05,0.05,0,0.54,0.05,0.02,0.06,0.08,0.05,0,0,0.1,0.23,0.34,0.34,0.09,0.16,1.01,0.71,0.33,0.22,0.17,0.16,0.47,0.16,0.36,79.3,1,7.4,13.4,21.1,20.4,9.9,6.9,3.4,3.6,0.6,41.4,37.3,15,2.1,22.7,21.1,1.9,0,0,0,0.3,0.1,0.1,0,0.4,0.7,0.3,0.4,0.1,0.4,0,0,0.6,1.3,1.6,1.1,0.3,0.4,1.6,0.6,4.6,2.9,1.3,0.3,3.7,1.4,0.4
7/14/21,3.28,0.04,0.27,2.63,4.5,4.98,3.01,2.6,1.63,2.21,0.89,3.23,3.29,1.8,1.35,3.39,2.86,1.79,0,0,0,0.04,0.09,0.05,0.09,0.36,0.06,0.01,0.02,0.08,0.07,0.02,0,0.1,0.26,0.34,0.34,0.18,0.16,0.83,0.54,0.31,0.24,0.18,0.24,0.49,0.13,0.24,88.7,1,7.4,14.4,24.9,22.7,10.1,8.1,4.3,3.4,0.7,44.7,43.4,14,2.4,26.6,25.7,2.1,0,0,0,0.1,0.3,0.1,0.1,0.3,0.9,0.1,0.1,0.1,0.6,0.1,0,0.6,1.4,1.6,1.1,0.6,0.4,1.3,0.4,4.3,3.1,1.4,0.4,3.9,1.1,0.3
7/15/21,3.58,0.04,0.29,2.68,4.88,5.35,3.69,2.92,1.9,2.21,0.89,3.59,3.53,1.8,1.59,3.92,3.14,1.67,0,0,0,0.04,0.09,0.05,0.09,0.36,0.06,0.01,0.02,0.08,0.07,0.02,0,0.08,0.23,0.28,0.47,0.23,0.22,0.92,0.54,0.3,0.27,0.17,0.24,0.55,0.13,0.24,96.9,1,7.7,14.7,27,24.4,12.4,9.1,5,3.4,0.7,49.7,46.6,14,2.9,30.7,28.3,2,0,0,0,0.1,0.3,0.1,0.1,0.3,0.9,0.1,0.1,0.1,0.6,0.1,0,0.4,1.3,1.3,1.6,0.7,0.6,1.4,0.4,4.1,3.6,1.3,0.4,4.3,1.1,0.3
7/16/21,3.96,0.04,0.3,2.94,5.45,6.07,3.78,3.51,2.01,2.3,0.89,4,3.87,1.93,1.99,4.21,3.64,1.67,0,0,0,0.04,0.14,0.05,0.09,0.18,0.05,0.02,0.02,0,0.09,0.02,0,0.1,0.18,0.34,0.38,0.23,0.38,0.92,0.54,0.31,0.28,0.15,0.24,0.66,0.08,0.24,107.3,1,8,16.1,30.1,27.7,12.7,11,5.3,3.6,0.7,55.4,51.1,15,3.6,33,32.7,2,0,0,0,0.1,0.4,0.1,0.1,0.1,0.7,0.3,0.1,0,0.7,0.1,0,0.6,1,1.6,1.3,0.7,1,1.4,0.4,4.3,3.7,1.1,0.4,5.1,0.7,0.3
7/17/21,4.34,0.04,0.31,3.28,6.1,6.45,4.2,3.79,2.06,2.39,1.43,4.43,4.18,2.56,2.07,4.55,3.67,2.03,0,0,0,0.04,0.14,0.05,0.09,0.18,0.05,0.02,0.02,0,0.09,0.02,0,0.1,0.16,0.28,0.38,0.32,0.38,1.2,0.71,0.32,0.3,0.15,0.24,0.71,0.1,0.36,117.4,1,8.4,18,33.7,29.4,14.1,11.9,5.4,3.7,1.1,61.4,55.1,19.9,3.7,35.7,33,2.4,0,0,0,0.1,0.4,0.1,0.1,0.1,0.7,0.3,0.1,0,0.7,0.1,0,0.6,0.9,1.3,1.3,1,1,1.9,0.6,4.4,4,1.1,0.4,5.6,0.9,0.4
7/18/21,4.46,0.03,0.31,3.12,6.46,6.61,4.37,3.65,2.39,2.48,1.79,4.61,4.24,2.69,2.07,4.72,3.86,1.79,0,0,0,0.04,0.09,0,0.09,0.18,0.04,0.01,0,0,0.07,0.02,0,0.05,0.18,0.28,0.3,0.41,0.43,1.1,0.89,0.33,0.29,0.17,0.24,0.71,0.1,0.12,120.7,0.7,8.4,17.1,35.7,30.1,14.7,11.4,6.3,3.9,1.4,63.9,56,20.9,3.7,37,34.7,2.1,0,0,0,0.1,0.3,0,0.1,0.1,0.6,0.1,0,0,0.6,0.1,0,0.3,1,1.3,1,1.3,1.1,1.7,0.7,4.6,3.9,1.3,0.4,5.6,0.9,0.1
7/19/21,4.99,0.03,0.35,3.72,7.29,7.48,4.84,4.15,2.28,2.21,1.79,5.08,4.82,3.18,2.07,4.74,4.46,2.63,0,0,0,0.08,0.09,0,0.09,0.18,0.04,0.02,0,0,0.07,0.03,0,0.05,0.23,0.38,0.3,0.55,0.54,0.83,1.07,0.4,0.3,0.2,0.16,0.71,0.19,0.12,135,0.9,9.6,20.4,40.3,34.1,16.3,13,6,3.4,1.4,70.4,63.6,24.7,3.7,37.1,40.1,3.1,0,0,0,0.3,0.3,0,0.1,0.1,0.6,0.3,0,0,0.6,0.3,0,0.3,1.3,1.7,1,1.7,1.4,1.3,0.9,5.6,4,1.6,0.3,5.6,1.7,0.1
7/20/21,5.43,0.04,0.34,4.16,7.93,8.05,5.56,4.47,2.34,2.12,1.79,5.59,5.23,3.31,2.38,5.03,4.98,3.59,0,0,0,0.04,0.18,0,0.18,0,0.03,0.04,0,0,0.09,0.03,0,0.05,0.18,0.38,0.38,0.55,0.49,0.64,1.25,0.37,0.31,0.18,0.08,0.69,0.19,0.24,147,1,9.3,22.9,43.9,36.7,18.7,14,6.1,3.3,1.4,77.4,69,25.7,4.3,39.4,44.9,4.3,0,0,0,0.1,0.6,0,0.3,0,0.4,0.6,0,0,0.7,0.3,0,0.3,1,1.7,1.3,1.7,1.3,1,1,5.1,4.1,1.4,0.1,5.4,1.7,0.3
7/21/21,5.84,0.03,0.36,4.53,8.35,8.67,6.03,4.98,2.34,2.39,2.32,6.07,5.57,3.7,2.54,5.37,5.25,3.71,0,0,0,0.04,0.14,0,0.09,0,0.01,0.04,0,0,0.07,0.02,0,0.05,0.21,0.38,0.47,0.59,0.43,0.64,1.43,0.42,0.3,0.2,0,0.73,0.22,0.24,158.1,0.7,9.9,24.9,46.1,39.6,20.3,15.6,6.1,3.7,1.9,84.1,73.6,28.7,4.6,42.1,47.3,4.4,0,0,0,0.1,0.4,0,0.1,0,0.1,0.6,0,0,0.6,0.1,0,0.3,1.1,1.7,1.6,1.9,1.1,1,1.1,5.9,4,1.6,0,5.7,2,0.3
7/22/21,6.32,0.03,0.4,5.1,8.86,9.45,6.03,5.48,2.55,3.03,2.68,6.5,6.09,4.21,2.38,5.76,5.83,3.95,0,0,0,0.04,0.14,0.05,0.09,0,0.02,0.04,0,0,0.09,0.02,0,0.05,0.23,0.44,0.47,0.59,0.54,0.74,1.43,0.46,0.32,0.26,0,0.71,0.27,0.24,171.1,0.9,10.7,28,49,43.1,20.3,17.1,6.7,4.7,2.1,90.1,80.4,32.7,4.3,45.1,52.4,4.7,0,0,0,0.1,0.4,0.1,0.1,0,0.3,0.6,0,0,0.7,0.1,0,0.3,1.3,2,1.6,1.9,1.4,1.1,1.1,6.4,4.3,2,0,5.6,2.4,0.3
7/23/21,6.79,0.04,0.44,5.59,9.33,10.05,6.67,5.52,2.99,3.49,3.21,7.07,6.46,4.65,2.3,6.27,6.11,5.02,0,0,0,0.04,0.09,0.16,0.18,0,0.03,0.05,0,0,0.13,0.02,0,0.03,0.36,0.44,0.55,0.68,0.38,1.01,1.43,0.51,0.37,0.31,0,0.71,0.32,0.36,183.7,1.1,11.9,30.7,51.6,45.9,22.4,17.3,7.9,5.4,2.6,98,85.3,36.1,4.1,49.1,55,6,0,0,0,0.1,0.3,0.4,0.3,0,0.4,0.7,0,0,1,0.1,0,0.1,2,2,1.9,2.1,1,1.6,1.1,7,4.9,2.4,0,5.6,2.9,0.4
7/24/21,7.2,0.04,0.48,6.25,9.77,10.27,6.58,6.25,3.64,3.59,3.39,7.36,7,4.47,2.62,6.63,6.62,5.86,0,0,0,0.04,0.09,0.16,0.18,0,0.03,0.05,0,0,0.13,0.02,0,0.05,0.44,0.5,0.51,0.78,0.49,0.74,1.61,0.57,0.38,0.39,0,0.78,0.29,0.36,194.7,1.1,12.9,34.3,54,46.9,22.1,19.6,9.6,5.6,2.7,102,92.4,34.7,4.7,52,59.6,7,0,0,0,0.1,0.3,0.4,0.3,0,0.4,0.7,0,0,1,0.1,0,0.3,2.4,2.3,1.7,2.4,1.3,1.1,1.3,7.9,5,3,0,6.1,2.6,0.4
7/25/21,7.45,0.06,0.51,6.43,10.18,10.71,6.84,6.48,3.59,3.77,3.39,7.64,7.23,4.45,3.18,6.96,6.79,6.58,0,0,0.03,0.08,0.14,0.16,0.18,0,0.04,0.08,0,0,0.16,0.03,0,0.05,0.44,0.53,0.55,0.78,0.54,1.01,1.61,0.58,0.43,0.4,0,0.82,0.32,0.48,201.7,1.6,13.7,35.3,56.3,48.9,23,20.3,9.4,5.9,2.7,105.9,95.4,34.6,5.7,54.6,61.1,7.9,0,0,0.1,0.3,0.4,0.4,0.3,0,0.6,1,0,0,1.3,0.3,0,0.3,2.4,2.4,1.9,2.4,1.4,1.6,1.3,8,5.7,3.1,0,6.4,2.9,0.6
